driver_id,gender,age,number_of_kids,date,ping_count,hours_online_float,hours_online,day_of_week,day_of_week_name
305022,FEMALE,36,1,2017-06-12,769,3.2041666666666666,3.0,0,Monday
305022,FEMALE,36,1,2017-06-13,701,2.9208333333333334,3.0,1,Tuesday
305022,FEMALE,36,1,2017-06-14,214,0.8916666666666667,1.0,2,Wednesday
305022,FEMALE,36,1,2017-06-15,134,0.5583333333333333,1.0,3,Thursday
305022,FEMALE,36,1,2017-06-16,773,3.220833333333333,3.0,4,Friday
305022,FEMALE,36,1,2017-06-17,1155,4.8125,5.0,5,Saturday
305022,FEMALE,36,1,2017-06-18,351,1.4625,1.0,6,Sunday
305022,FEMALE,36,1,2017-06-19,738,3.075,3.0,0,Monday
305022,FEMALE,36,1,2017-06-20,615,2.5625,3.0,1,Tuesday
305022,FEMALE,36,1,2017-06-21,318,1.325,1.0,2,Wednesday
878960,MALE,24,0,2017-06-01,1910,7.958333333333333,8.0,3,Thursday
878960,MALE,24,0,2017-06-02,1271,5.295833333333333,5.0,4,Friday
878960,MALE,24,0,2017-06-05,1630,6.791666666666667,7.0,0,Monday
878960,MALE,24,0,2017-06-06,1564,6.516666666666667,7.0,1,Tuesday
878960,MALE,24,0,2017-06-08,1698,7.075,7.0,3,Thursday
878960,MALE,24,0,2017-06-09,1689,7.0375,7.0,4,Friday
878960,MALE,24,0,2017-06-12,2202,9.175,9.0,0,Monday
878960,MALE,24,0,2017-06-13,1847,7.695833333333334,8.0,1,Tuesday
878960,MALE,24,0,2017-06-15,1265,5.270833333333333,5.0,3,Thursday
878960,MALE,24,0,2017-06-16,1484,6.183333333333334,6.0,4,Friday
878960,MALE,24,0,2017-06-19,1501,6.254166666666666,6.0,0,Monday
878960,MALE,24,0,2017-06-20,1423,5.929166666666666,6.0,1,Tuesday
446973,MALE,49,2,2017-06-01,1862,7.758333333333334,8.0,3,Thursday
446973,MALE,49,2,2017-06-02,2117,8.820833333333333,9.0,4,Friday
446973,MALE,49,2,2017-06-03,1972,8.216666666666667,8.0,5,Saturday
446973,MALE,49,2,2017-06-04,1837,7.654166666666667,8.0,6,Sunday
446973,MALE,49,2,2017-06-05,1632,6.8,7.0,0,Monday
446973,MALE,49,2,2017-06-06,1186,4.941666666666666,5.0,1,Tuesday
446973,MALE,49,2,2017-06-07,1791,7.4625,7.0,2,Wednesday
446973,MALE,49,2,2017-06-08,2000,8.333333333333334,8.0,3,Thursday
446973,MALE,49,2,2017-06-09,1603,6.679166666666666,7.0,4,Friday
446973,MALE,49,2,2017-06-10,1737,7.2375,7.0,5,Saturday
446973,MALE,49,2,2017-06-11,1875,7.8125,8.0,6,Sunday
446973,MALE,49,2,2017-06-12,1564,6.516666666666667,7.0,0,Monday
446973,MALE,49,2,2017-06-14,1553,6.470833333333333,6.0,2,Wednesday
446973,MALE,49,2,2017-06-15,1723,7.179166666666666,7.0,3,Thursday
446973,MALE,49,2,2017-06-16,1858,7.741666666666666,8.0,4,Friday
446973,MALE,49,2,2017-06-17,1648,6.866666666666666,7.0,5,Saturday
446973,MALE,49,2,2017-06-18,1875,7.8125,8.0,6,Sunday
446973,MALE,49,2,2017-06-19,1996,8.316666666666666,8.0,0,Monday
446973,MALE,49,2,2017-06-20,1995,8.3125,8.0,1,Tuesday
446973,MALE,49,2,2017-06-21,2027,8.445833333333333,8.0,2,Wednesday
446973,MALE,49,2,2017-06-22,118,0.49166666666666664,0.0,3,Thursday
459646,MALE,31,2,2017-06-01,1057,4.404166666666667,4.0,3,Thursday
459646,MALE,31,2,2017-06-02,108,0.45,0.0,4,Friday
459646,MALE,31,2,2017-06-04,2151,8.9625,9.0,6,Sunday
459646,MALE,31,2,2017-06-06,474,1.975,2.0,1,Tuesday
459646,MALE,31,2,2017-06-07,619,2.5791666666666666,3.0,2,Wednesday
459646,MALE,31,2,2017-06-08,887,3.6958333333333333,4.0,3,Thursday
459646,MALE,31,2,2017-06-09,86,0.35833333333333334,0.0,4,Friday
459646,MALE,31,2,2017-06-11,1282,5.341666666666667,5.0,6,Sunday
459646,MALE,31,2,2017-06-12,1023,4.2625,4.0,0,Monday
459646,MALE,31,2,2017-06-13,589,2.4541666666666666,2.0,1,Tuesday
459646,MALE,31,2,2017-06-14,920,3.8333333333333335,4.0,2,Wednesday
459646,MALE,31,2,2017-06-15,817,3.404166666666667,3.0,3,Thursday
459646,MALE,31,2,2017-06-16,617,2.5708333333333333,3.0,4,Friday
459646,MALE,31,2,2017-06-18,1241,5.170833333333333,5.0,6,Sunday
459646,MALE,31,2,2017-06-19,934,3.8916666666666666,4.0,0,Monday
459646,MALE,31,2,2017-06-20,587,2.4458333333333333,2.0,1,Tuesday
459646,MALE,31,2,2017-06-21,775,3.2291666666666665,3.0,2,Wednesday
585157,MALE,54,2,2017-06-01,1294,5.391666666666667,5.0,3,Thursday
585157,MALE,54,2,2017-06-05,1188,4.95,5.0,0,Monday
585157,MALE,54,2,2017-06-06,1717,7.154166666666667,7.0,1,Tuesday
585157,MALE,54,2,2017-06-07,1586,6.608333333333333,7.0,2,Wednesday
585157,MALE,54,2,2017-06-08,1787,7.445833333333334,7.0,3,Thursday
585157,MALE,54,2,2017-06-12,1515,6.3125,6.0,0,Monday
585157,MALE,54,2,2017-06-13,1570,6.541666666666667,7.0,1,Tuesday
585157,MALE,54,2,2017-06-14,1489,6.204166666666667,6.0,2,Wednesday
585157,MALE,54,2,2017-06-15,1549,6.454166666666667,6.0,3,Thursday
585157,MALE,54,2,2017-06-19,808,3.3666666666666667,3.0,0,Monday
585157,MALE,54,2,2017-06-20,1562,6.508333333333334,7.0,1,Tuesday
585157,MALE,54,2,2017-06-21,1080,4.5,4.0,2,Wednesday
782654,MALE,28,0,2017-06-01,1307,5.445833333333334,5.0,3,Thursday
782654,MALE,28,0,2017-06-02,1490,6.208333333333333,6.0,4,Friday
782654,MALE,28,0,2017-06-05,1917,7.9875,8.0,0,Monday
782654,MALE,28,0,2017-06-07,1539,6.4125,6.0,2,Wednesday
782654,MALE,28,0,2017-06-08,1092,4.55,5.0,3,Thursday
782654,MALE,28,0,2017-06-09,1161,4.8375,5.0,4,Friday
782654,MALE,28,0,2017-06-12,2043,8.5125,9.0,0,Monday
782654,MALE,28,0,2017-06-14,1605,6.6875,7.0,2,Wednesday
782654,MALE,28,0,2017-06-15,1942,8.091666666666667,8.0,3,Thursday
782654,MALE,28,0,2017-06-21,1330,5.541666666666667,6.0,2,Wednesday
138872,MALE,27,2,2017-06-01,2055,8.5625,9.0,3,Thursday
138872,MALE,27,2,2017-06-02,2010,8.375,8.0,4,Friday
138872,MALE,27,2,2017-06-03,2368,9.866666666666667,10.0,5,Saturday
138872,MALE,27,2,2017-06-04,2324,9.683333333333334,10.0,6,Sunday
138872,MALE,27,2,2017-06-05,1786,7.441666666666666,7.0,0,Monday
138872,MALE,27,2,2017-06-06,1891,7.879166666666666,8.0,1,Tuesday
138872,MALE,27,2,2017-06-07,1786,7.441666666666666,7.0,2,Wednesday
138872,MALE,27,2,2017-06-08,1757,7.320833333333334,7.0,3,Thursday
138872,MALE,27,2,2017-06-09,2538,10.575,11.0,4,Friday
138872,MALE,27,2,2017-06-11,1939,8.079166666666667,8.0,6,Sunday
138872,MALE,27,2,2017-06-12,1782,7.425,7.0,0,Monday
138872,MALE,27,2,2017-06-13,1586,6.608333333333333,7.0,1,Tuesday
138872,MALE,27,2,2017-06-14,1642,6.841666666666667,7.0,2,Wednesday
138872,MALE,27,2,2017-06-15,1721,7.170833333333333,7.0,3,Thursday
138872,MALE,27,2,2017-06-16,2175,9.0625,9.0,4,Friday
138872,MALE,27,2,2017-06-17,2361,9.8375,10.0,5,Saturday
138872,MALE,27,2,2017-06-18,1673,6.970833333333333,7.0,6,Sunday
138872,MALE,27,2,2017-06-19,2455,10.229166666666666,10.0,0,Monday
138872,MALE,27,2,2017-06-20,1727,7.195833333333334,7.0,1,Tuesday
138872,MALE,27,2,2017-06-21,2248,9.366666666666667,9.0,2,Wednesday
653708,MALE,42,2,2017-06-01,995,4.145833333333333,4.0,3,Thursday
653708,MALE,42,2,2017-06-02,1165,4.854166666666667,5.0,4,Friday
653708,MALE,42,2,2017-06-04,1741,7.254166666666666,7.0,6,Sunday
653708,MALE,42,2,2017-06-05,560,2.3333333333333335,2.0,0,Monday
653708,MALE,42,2,2017-06-06,1158,4.825,5.0,1,Tuesday
653708,MALE,42,2,2017-06-07,813,3.3875,3.0,2,Wednesday
653708,MALE,42,2,2017-06-08,630,2.625,3.0,3,Thursday
653708,MALE,42,2,2017-06-09,186,0.775,1.0,4,Friday
653708,MALE,42,2,2017-06-11,1981,8.254166666666666,8.0,6,Sunday
653708,MALE,42,2,2017-06-12,862,3.591666666666667,4.0,0,Monday
653708,MALE,42,2,2017-06-13,677,2.8208333333333333,3.0,1,Tuesday
653708,MALE,42,2,2017-06-15,1004,4.183333333333334,4.0,3,Thursday
653708,MALE,42,2,2017-06-16,1117,4.654166666666667,5.0,4,Friday
653708,MALE,42,2,2017-06-18,1471,6.129166666666666,6.0,6,Sunday
653708,MALE,42,2,2017-06-19,918,3.825,4.0,0,Monday
653708,MALE,42,2,2017-06-20,44,0.18333333333333332,0.0,1,Tuesday
653708,MALE,42,2,2017-06-21,716,2.9833333333333334,3.0,2,Wednesday
260391,MALE,28,0,2017-06-01,145,0.6041666666666666,1.0,3,Thursday
260391,MALE,28,0,2017-06-02,760,3.1666666666666665,3.0,4,Friday
260391,MALE,28,0,2017-06-03,1732,7.216666666666667,7.0,5,Saturday
260391,MALE,28,0,2017-06-05,561,2.3375,2.0,0,Monday
260391,MALE,28,0,2017-06-06,461,1.9208333333333334,2.0,1,Tuesday
260391,MALE,28,0,2017-06-07,406,1.6916666666666667,2.0,2,Wednesday
260391,MALE,28,0,2017-06-08,622,2.591666666666667,3.0,3,Thursday
260391,MALE,28,0,2017-06-09,984,4.1,4.0,4,Friday
260391,MALE,28,0,2017-06-10,1796,7.483333333333333,7.0,5,Saturday
260391,MALE,28,0,2017-06-11,368,1.5333333333333334,2.0,6,Sunday
260391,MALE,28,0,2017-06-12,1162,4.841666666666667,5.0,0,Monday
260391,MALE,28,0,2017-06-13,672,2.8,3.0,1,Tuesday
260391,MALE,28,0,2017-06-14,309,1.2875,1.0,2,Wednesday
260391,MALE,28,0,2017-06-15,419,1.7458333333333333,2.0,3,Thursday
260391,MALE,28,0,2017-06-16,88,0.36666666666666664,0.0,4,Friday
260391,MALE,28,0,2017-06-17,1874,7.808333333333334,8.0,5,Saturday
260391,MALE,28,0,2017-06-18,296,1.2333333333333334,1.0,6,Sunday
260391,MALE,28,0,2017-06-19,537,2.2375,2.0,0,Monday
260391,MALE,28,0,2017-06-20,802,3.341666666666667,3.0,1,Tuesday
260391,MALE,28,0,2017-06-21,814,3.3916666666666666,3.0,2,Wednesday
373017,MALE,30,2,2017-06-01,2416,10.066666666666666,10.0,3,Thursday
373017,MALE,30,2,2017-06-02,1922,8.008333333333333,8.0,4,Friday
373017,MALE,30,2,2017-06-03,1943,8.095833333333333,8.0,5,Saturday
373017,MALE,30,2,2017-06-04,2069,8.620833333333334,9.0,6,Sunday
373017,MALE,30,2,2017-06-05,2122,8.841666666666667,9.0,0,Monday
373017,MALE,30,2,2017-06-06,2038,8.491666666666667,8.0,1,Tuesday
373017,MALE,30,2,2017-06-07,2329,9.704166666666667,10.0,2,Wednesday
373017,MALE,30,2,2017-06-09,1503,6.2625,6.0,4,Friday
373017,MALE,30,2,2017-06-11,1671,6.9625,7.0,6,Sunday
373017,MALE,30,2,2017-06-12,2310,9.625,10.0,0,Monday
373017,MALE,30,2,2017-06-13,1695,7.0625,7.0,1,Tuesday
373017,MALE,30,2,2017-06-14,2125,8.854166666666666,9.0,2,Wednesday
373017,MALE,30,2,2017-06-15,1929,8.0375,8.0,3,Thursday
373017,MALE,30,2,2017-06-16,1576,6.566666666666666,7.0,4,Friday
373017,MALE,30,2,2017-06-17,1614,6.725,7.0,5,Saturday
373017,MALE,30,2,2017-06-18,1508,6.283333333333333,6.0,6,Sunday
373017,MALE,30,2,2017-06-19,2182,9.091666666666667,9.0,0,Monday
373017,MALE,30,2,2017-06-21,2078,8.658333333333333,9.0,2,Wednesday
551884,FEMALE,41,0,2017-06-01,783,3.2625,3.0,3,Thursday
551884,FEMALE,41,0,2017-06-02,669,2.7875,3.0,4,Friday
551884,FEMALE,41,0,2017-06-05,848,3.533333333333333,4.0,0,Monday
551884,FEMALE,41,0,2017-06-06,854,3.558333333333333,4.0,1,Tuesday
551884,FEMALE,41,0,2017-06-07,535,2.2291666666666665,2.0,2,Wednesday
551884,FEMALE,41,0,2017-06-08,841,3.504166666666667,4.0,3,Thursday
551884,FEMALE,41,0,2017-06-09,809,3.370833333333333,3.0,4,Friday
551884,FEMALE,41,0,2017-06-13,1056,4.4,4.0,1,Tuesday
551884,FEMALE,41,0,2017-06-14,518,2.158333333333333,2.0,2,Wednesday
551884,FEMALE,41,0,2017-06-15,645,2.6875,3.0,3,Thursday
551884,FEMALE,41,0,2017-06-16,728,3.033333333333333,3.0,4,Friday
551884,FEMALE,41,0,2017-06-19,480,2.0,2.0,0,Monday
551884,FEMALE,41,0,2017-06-20,348,1.45,1.0,1,Tuesday
551884,FEMALE,41,0,2017-06-21,365,1.5208333333333333,2.0,2,Wednesday
344354,MALE,19,0,2017-06-01,351,1.4625,1.0,3,Thursday
344354,MALE,19,0,2017-06-02,798,3.325,3.0,4,Friday
344354,MALE,19,0,2017-06-03,1346,5.608333333333333,6.0,5,Saturday
344354,MALE,19,0,2017-06-04,1897,7.904166666666667,8.0,6,Sunday
344354,MALE,19,0,2017-06-05,691,2.879166666666667,3.0,0,Monday
344354,MALE,19,0,2017-06-07,458,1.9083333333333334,2.0,2,Wednesday
344354,MALE,19,0,2017-06-08,1061,4.420833333333333,4.0,3,Thursday
344354,MALE,19,0,2017-06-09,868,3.6166666666666667,4.0,4,Friday
344354,MALE,19,0,2017-06-10,1293,5.3875,5.0,5,Saturday
344354,MALE,19,0,2017-06-11,1876,7.816666666666666,8.0,6,Sunday
344354,MALE,19,0,2017-06-12,719,2.995833333333333,3.0,0,Monday
344354,MALE,19,0,2017-06-13,573,2.3875,2.0,1,Tuesday
344354,MALE,19,0,2017-06-14,1101,4.5875,5.0,2,Wednesday
344354,MALE,19,0,2017-06-15,547,2.279166666666667,2.0,3,Thursday
344354,MALE,19,0,2017-06-16,148,0.6166666666666667,1.0,4,Friday
344354,MALE,19,0,2017-06-17,1659,6.9125,7.0,5,Saturday
344354,MALE,19,0,2017-06-18,2162,9.008333333333333,9.0,6,Sunday
344354,MALE,19,0,2017-06-19,147,0.6125,1.0,0,Monday
344354,MALE,19,0,2017-06-20,1190,4.958333333333333,5.0,1,Tuesday
344354,MALE,19,0,2017-06-21,362,1.5083333333333333,2.0,2,Wednesday
777047,MALE,21,3,2017-06-01,1913,7.970833333333333,8.0,3,Thursday
777047,MALE,21,3,2017-06-02,2050,8.541666666666666,9.0,4,Friday
777047,MALE,21,3,2017-06-06,1663,6.929166666666666,7.0,1,Tuesday
777047,MALE,21,3,2017-06-07,1581,6.5875,7.0,2,Wednesday
777047,MALE,21,3,2017-06-13,1884,7.85,8.0,1,Tuesday
777047,MALE,21,3,2017-06-14,1713,7.1375,7.0,2,Wednesday
777047,MALE,21,3,2017-06-15,1826,7.608333333333333,8.0,3,Thursday
777047,MALE,21,3,2017-06-16,2159,8.995833333333334,9.0,4,Friday
777047,MALE,21,3,2017-06-20,1792,7.466666666666667,7.0,1,Tuesday
777047,MALE,21,3,2017-06-21,1781,7.420833333333333,7.0,2,Wednesday
660011,MALE,20,0,2017-06-01,1181,4.920833333333333,5.0,3,Thursday
660011,MALE,20,0,2017-06-02,901,3.754166666666667,4.0,4,Friday
660011,MALE,20,0,2017-06-03,1433,5.970833333333333,6.0,5,Saturday
660011,MALE,20,0,2017-06-04,2157,8.9875,9.0,6,Sunday
660011,MALE,20,0,2017-06-06,99,0.4125,0.0,1,Tuesday
660011,MALE,20,0,2017-06-07,585,2.4375,2.0,2,Wednesday
660011,MALE,20,0,2017-06-08,974,4.058333333333334,4.0,3,Thursday
660011,MALE,20,0,2017-06-09,983,4.095833333333333,4.0,4,Friday
660011,MALE,20,0,2017-06-10,1996,8.316666666666666,8.0,5,Saturday
660011,MALE,20,0,2017-06-11,2010,8.375,8.0,6,Sunday
660011,MALE,20,0,2017-06-12,709,2.9541666666666666,3.0,0,Monday
660011,MALE,20,0,2017-06-13,475,1.9791666666666667,2.0,1,Tuesday
660011,MALE,20,0,2017-06-14,400,1.6666666666666667,2.0,2,Wednesday
660011,MALE,20,0,2017-06-15,358,1.4916666666666667,1.0,3,Thursday
660011,MALE,20,0,2017-06-16,122,0.5083333333333333,1.0,4,Friday
660011,MALE,20,0,2017-06-17,1850,7.708333333333333,8.0,5,Saturday
660011,MALE,20,0,2017-06-18,1643,6.845833333333333,7.0,6,Sunday
660011,MALE,20,0,2017-06-19,1070,4.458333333333333,4.0,0,Monday
660011,MALE,20,0,2017-06-20,738,3.075,3.0,1,Tuesday
327790,MALE,31,1,2017-06-01,333,1.3875,1.0,3,Thursday
327790,MALE,31,1,2017-06-02,353,1.4708333333333334,1.0,4,Friday
327790,MALE,31,1,2017-06-05,296,1.2333333333333334,1.0,0,Monday
327790,MALE,31,1,2017-06-06,293,1.2208333333333334,1.0,1,Tuesday
327790,MALE,31,1,2017-06-07,295,1.2291666666666667,1.0,2,Wednesday
327790,MALE,31,1,2017-06-08,229,0.9541666666666667,1.0,3,Thursday
327790,MALE,31,1,2017-06-09,550,2.2916666666666665,2.0,4,Friday
327790,MALE,31,1,2017-06-12,688,2.8666666666666667,3.0,0,Monday
327790,MALE,31,1,2017-06-13,617,2.5708333333333333,3.0,1,Tuesday
327790,MALE,31,1,2017-06-14,904,3.7666666666666666,4.0,2,Wednesday
327790,MALE,31,1,2017-06-16,1189,4.954166666666667,5.0,4,Friday
327790,MALE,31,1,2017-06-19,945,3.9375,4.0,0,Monday
327790,MALE,31,1,2017-06-20,226,0.9416666666666667,1.0,1,Tuesday
327790,MALE,31,1,2017-06-21,1152,4.8,5.0,2,Wednesday
187753,MALE,25,0,2017-06-01,1973,8.220833333333333,8.0,3,Thursday
187753,MALE,25,0,2017-06-02,1744,7.266666666666667,7.0,4,Friday
187753,MALE,25,0,2017-06-06,1319,5.495833333333334,5.0,1,Tuesday
187753,MALE,25,0,2017-06-07,1315,5.479166666666667,5.0,2,Wednesday
187753,MALE,25,0,2017-06-08,1318,5.491666666666666,5.0,3,Thursday
187753,MALE,25,0,2017-06-09,1577,6.570833333333334,7.0,4,Friday
187753,MALE,25,0,2017-06-13,1725,7.1875,7.0,1,Tuesday
187753,MALE,25,0,2017-06-14,2242,9.341666666666667,9.0,2,Wednesday
187753,MALE,25,0,2017-06-15,372,1.55,2.0,3,Thursday
187753,MALE,25,0,2017-06-16,1790,7.458333333333333,7.0,4,Friday
187753,MALE,25,0,2017-06-17,151,0.6291666666666667,1.0,5,Saturday
187753,MALE,25,0,2017-06-20,1654,6.891666666666667,7.0,1,Tuesday
187753,MALE,25,0,2017-06-21,1720,7.166666666666667,7.0,2,Wednesday
292830,MALE,27,1,2017-06-02,1116,4.65,5.0,4,Friday
292830,MALE,27,1,2017-06-05,1286,5.358333333333333,5.0,0,Monday
292830,MALE,27,1,2017-06-07,998,4.158333333333333,4.0,2,Wednesday
292830,MALE,27,1,2017-06-09,606,2.525,3.0,4,Friday
292830,MALE,27,1,2017-06-12,978,4.075,4.0,0,Monday
292830,MALE,27,1,2017-06-13,1230,5.125,5.0,1,Tuesday
292830,MALE,27,1,2017-06-14,1395,5.8125,6.0,2,Wednesday
292830,MALE,27,1,2017-06-16,994,4.141666666666667,4.0,4,Friday
292830,MALE,27,1,2017-06-19,544,2.2666666666666666,2.0,0,Monday
292830,MALE,27,1,2017-06-20,889,3.7041666666666666,4.0,1,Tuesday
292830,MALE,27,1,2017-06-21,1239,5.1625,5.0,2,Wednesday
349538,MALE,20,1,2017-06-01,2345,9.770833333333334,10.0,3,Thursday
349538,MALE,20,1,2017-06-02,1819,7.579166666666667,8.0,4,Friday
349538,MALE,20,1,2017-06-03,1708,7.116666666666666,7.0,5,Saturday
349538,MALE,20,1,2017-06-04,1851,7.7125,8.0,6,Sunday
349538,MALE,20,1,2017-06-07,2193,9.1375,9.0,2,Wednesday
349538,MALE,20,1,2017-06-08,2105,8.770833333333334,9.0,3,Thursday
349538,MALE,20,1,2017-06-09,2447,10.195833333333333,10.0,4,Friday
349538,MALE,20,1,2017-06-10,2027,8.445833333333333,8.0,5,Saturday
349538,MALE,20,1,2017-06-11,1367,5.695833333333334,6.0,6,Sunday
349538,MALE,20,1,2017-06-12,1463,6.095833333333333,6.0,0,Monday
349538,MALE,20,1,2017-06-13,1816,7.566666666666666,8.0,1,Tuesday
349538,MALE,20,1,2017-06-14,1827,7.6125,8.0,2,Wednesday
349538,MALE,20,1,2017-06-15,1918,7.991666666666666,8.0,3,Thursday
349538,MALE,20,1,2017-06-16,1672,6.966666666666667,7.0,4,Friday
349538,MALE,20,1,2017-06-17,2018,8.408333333333333,8.0,5,Saturday
349538,MALE,20,1,2017-06-18,2210,9.208333333333334,9.0,6,Sunday
349538,MALE,20,1,2017-06-19,1404,5.85,6.0,0,Monday
349538,MALE,20,1,2017-06-21,1498,6.241666666666666,6.0,2,Wednesday
998215,FEMALE,52,2,2017-06-01,1048,4.366666666666666,4.0,3,Thursday
998215,FEMALE,52,2,2017-06-02,1225,5.104166666666667,5.0,4,Friday
998215,FEMALE,52,2,2017-06-05,1321,5.504166666666666,6.0,0,Monday
998215,FEMALE,52,2,2017-06-06,1380,5.75,6.0,1,Tuesday
998215,FEMALE,52,2,2017-06-08,725,3.0208333333333335,3.0,3,Thursday
998215,FEMALE,52,2,2017-06-09,1539,6.4125,6.0,4,Friday
998215,FEMALE,52,2,2017-06-12,1333,5.554166666666666,6.0,0,Monday
998215,FEMALE,52,2,2017-06-13,823,3.4291666666666667,3.0,1,Tuesday
998215,FEMALE,52,2,2017-06-14,1678,6.991666666666666,7.0,2,Wednesday
998215,FEMALE,52,2,2017-06-15,1372,5.716666666666667,6.0,3,Thursday
998215,FEMALE,52,2,2017-06-16,1279,5.329166666666667,5.0,4,Friday
998215,FEMALE,52,2,2017-06-19,1579,6.579166666666667,7.0,0,Monday
998215,FEMALE,52,2,2017-06-20,1270,5.291666666666667,5.0,1,Tuesday
998215,FEMALE,52,2,2017-06-21,1205,5.020833333333333,5.0,2,Wednesday
181496,MALE,68,0,2017-06-01,921,3.8375,4.0,3,Thursday
181496,MALE,68,0,2017-06-02,765,3.1875,3.0,4,Friday
181496,MALE,68,0,2017-06-05,553,2.3041666666666667,2.0,0,Monday
181496,MALE,68,0,2017-06-07,673,2.8041666666666667,3.0,2,Wednesday
181496,MALE,68,0,2017-06-08,728,3.033333333333333,3.0,3,Thursday
181496,MALE,68,0,2017-06-09,1237,5.154166666666667,5.0,4,Friday
181496,MALE,68,0,2017-06-12,756,3.15,3.0,0,Monday
181496,MALE,68,0,2017-06-14,448,1.8666666666666667,2.0,2,Wednesday
181496,MALE,68,0,2017-06-15,742,3.091666666666667,3.0,3,Thursday
181496,MALE,68,0,2017-06-16,740,3.0833333333333335,3.0,4,Friday
181496,MALE,68,0,2017-06-19,193,0.8041666666666667,1.0,0,Monday
181496,MALE,68,0,2017-06-21,159,0.6625,1.0,2,Wednesday
506329,FEMALE,50,4,2017-06-01,418,1.7416666666666667,2.0,3,Thursday
506329,FEMALE,50,4,2017-06-02,983,4.095833333333333,4.0,4,Friday
506329,FEMALE,50,4,2017-06-03,977,4.070833333333334,4.0,5,Saturday
506329,FEMALE,50,4,2017-06-04,1147,4.779166666666667,5.0,6,Sunday
506329,FEMALE,50,4,2017-06-05,527,2.1958333333333333,2.0,0,Monday
506329,FEMALE,50,4,2017-06-06,414,1.725,2.0,1,Tuesday
506329,FEMALE,50,4,2017-06-07,352,1.4666666666666666,1.0,2,Wednesday
506329,FEMALE,50,4,2017-06-08,552,2.3,2.0,3,Thursday
506329,FEMALE,50,4,2017-06-09,222,0.925,1.0,4,Friday
506329,FEMALE,50,4,2017-06-10,753,3.1375,3.0,5,Saturday
506329,FEMALE,50,4,2017-06-11,131,0.5458333333333333,1.0,6,Sunday
506329,FEMALE,50,4,2017-06-12,357,1.4875,1.0,0,Monday
506329,FEMALE,50,4,2017-06-13,131,0.5458333333333333,1.0,1,Tuesday
506329,FEMALE,50,4,2017-06-14,659,2.745833333333333,3.0,2,Wednesday
506329,FEMALE,50,4,2017-06-15,860,3.5833333333333335,4.0,3,Thursday
506329,FEMALE,50,4,2017-06-16,785,3.2708333333333335,3.0,4,Friday
506329,FEMALE,50,4,2017-06-17,535,2.2291666666666665,2.0,5,Saturday
506329,FEMALE,50,4,2017-06-18,629,2.620833333333333,3.0,6,Sunday
506329,FEMALE,50,4,2017-06-20,836,3.4833333333333334,3.0,1,Tuesday
506329,FEMALE,50,4,2017-06-21,162,0.675,1.0,2,Wednesday
254039,MALE,26,3,2017-06-01,1269,5.2875,5.0,3,Thursday
254039,MALE,26,3,2017-06-02,1275,5.3125,5.0,4,Friday
254039,MALE,26,3,2017-06-03,1646,6.858333333333333,7.0,5,Saturday
254039,MALE,26,3,2017-06-04,1840,7.666666666666667,8.0,6,Sunday
254039,MALE,26,3,2017-06-05,1108,4.616666666666666,5.0,0,Monday
254039,MALE,26,3,2017-06-06,1115,4.645833333333333,5.0,1,Tuesday
254039,MALE,26,3,2017-06-07,707,2.9458333333333333,3.0,2,Wednesday
254039,MALE,26,3,2017-06-08,993,4.1375,4.0,3,Thursday
254039,MALE,26,3,2017-06-09,1370,5.708333333333333,6.0,4,Friday
254039,MALE,26,3,2017-06-10,1547,6.445833333333334,6.0,5,Saturday
254039,MALE,26,3,2017-06-12,1034,4.308333333333334,4.0,0,Monday
254039,MALE,26,3,2017-06-13,1154,4.808333333333334,5.0,1,Tuesday
254039,MALE,26,3,2017-06-14,261,1.0875,1.0,2,Wednesday
254039,MALE,26,3,2017-06-15,479,1.9958333333333333,2.0,3,Thursday
254039,MALE,26,3,2017-06-16,1360,5.666666666666667,6.0,4,Friday
254039,MALE,26,3,2017-06-17,1860,7.75,8.0,5,Saturday
254039,MALE,26,3,2017-06-18,253,1.0541666666666667,1.0,6,Sunday
254039,MALE,26,3,2017-06-19,996,4.15,4.0,0,Monday
254039,MALE,26,3,2017-06-20,441,1.8375,2.0,1,Tuesday
254039,MALE,26,3,2017-06-21,686,2.8583333333333334,3.0,2,Wednesday
852310,MALE,34,3,2017-06-01,1941,8.0875,8.0,3,Thursday
852310,MALE,34,3,2017-06-02,2282,9.508333333333333,10.0,4,Friday
852310,MALE,34,3,2017-06-03,1468,6.116666666666666,6.0,5,Saturday
852310,MALE,34,3,2017-06-04,2195,9.145833333333334,9.0,6,Sunday
852310,MALE,34,3,2017-06-05,1885,7.854166666666667,8.0,0,Monday
852310,MALE,34,3,2017-06-06,1267,5.279166666666667,5.0,1,Tuesday
852310,MALE,34,3,2017-06-07,1855,7.729166666666667,8.0,2,Wednesday
852310,MALE,34,3,2017-06-08,1991,8.295833333333333,8.0,3,Thursday
852310,MALE,34,3,2017-06-09,2082,8.675,9.0,4,Friday
852310,MALE,34,3,2017-06-10,2134,8.891666666666667,9.0,5,Saturday
852310,MALE,34,3,2017-06-11,1430,5.958333333333333,6.0,6,Sunday
852310,MALE,34,3,2017-06-12,1309,5.454166666666667,5.0,0,Monday
852310,MALE,34,3,2017-06-13,1959,8.1625,8.0,1,Tuesday
852310,MALE,34,3,2017-06-14,1234,5.141666666666667,5.0,2,Wednesday
