date,driver_id,gender,age,number_of_kids,online_hours,day_of_week,day_of_week_name
2017-06-04,260432,1,25,3,0.0,6,Sunday
2017-06-05,260432,1,25,3,3.7666666666666666,0,Monday
2017-06-06,260432,1,25,3,2.3041666666666667,1,Tuesday
2017-06-07,260432,1,25,3,4.583333333333333,2,Wednesday
2017-06-08,260432,1,25,3,2.9125,3,Thursday
2017-06-09,260432,1,25,3,3.066666666666667,4,Friday
2017-06-10,260432,1,25,3,0.0,5,Saturday
2017-06-11,260432,1,25,3,0.0,6,Sunday
2017-06-12,260432,1,25,3,1.5666666666666667,0,Monday
2017-06-13,260432,1,25,3,4.316666666666666,1,Tuesday
2017-06-14,260432,1,25,3,4.158333333333333,2,Wednesday
2017-06-15,260432,1,25,3,3.45,3,Thursday
2017-06-16,260432,1,25,3,3.9208333333333334,4,Friday
2017-06-17,260432,1,25,3,0.0,5,Saturday
2017-06-18,260432,1,25,3,0.0,6,Sunday
2017-06-19,260432,1,25,3,3.629166666666667,0,Monday
2017-06-20,260432,1,25,3,3.975,1,Tuesday
2017-06-21,260432,1,25,3,5.404166666666667,2,Wednesday
2017-06-01,260637,1,35,2,2.125,3,Thursday
2017-06-02,260637,1,35,2,4.079166666666667,4,Friday
2017-06-03,260637,1,35,2,7.495833333333334,5,Saturday
2017-06-04,260637,1,35,2,0.0,6,Sunday
2017-06-05,260637,1,35,2,2.0375,0,Monday
2017-06-06,260637,1,35,2,2.6083333333333334,1,Tuesday
2017-06-07,260637,1,35,2,0.0,2,Wednesday
2017-06-08,260637,1,35,2,3.0625,3,Thursday
2017-06-09,260637,1,35,2,2.0458333333333334,4,Friday
2017-06-10,260637,1,35,2,7.566666666666666,5,Saturday
2017-06-11,260637,1,35,2,0.0,6,Sunday
2017-06-12,260637,1,35,2,0.42916666666666664,0,Monday
2017-06-13,260637,1,35,2,3.3375,1,Tuesday
2017-06-14,260637,1,35,2,3.033333333333333,2,Wednesday
2017-06-15,260637,1,35,2,2.4916666666666667,3,Thursday
2017-06-16,260637,1,35,2,3.1708333333333334,4,Friday
2017-06-17,260637,1,35,2,8.525,5,Saturday
2017-06-18,260637,1,35,2,0.0,6,Sunday
2017-06-19,260637,1,35,2,3.7333333333333334,0,Monday
2017-06-20,260637,1,35,2,2.566666666666667,1,Tuesday
2017-06-21,260637,1,35,2,1.7291666666666667,2,Wednesday
2017-06-01,260939,1,29,0,5.041666666666667,3,Thursday
2017-06-02,260939,1,29,0,7.704166666666667,4,Friday
2017-06-03,260939,1,29,0,7.858333333333333,5,Saturday
2017-06-04,260939,1,29,0,6.729166666666667,6,Sunday
2017-06-05,260939,1,29,0,4.858333333333333,0,Monday
2017-06-06,260939,1,29,0,6.775,1,Tuesday
2017-06-07,260939,1,29,0,5.454166666666667,2,Wednesday
2017-06-08,260939,1,29,0,4.583333333333333,3,Thursday
2017-06-09,260939,1,29,0,4.879166666666666,4,Friday
2017-06-10,260939,1,29,0,8.270833333333334,5,Saturday
2017-06-11,260939,1,29,0,0.0,6,Sunday
2017-06-12,260939,1,29,0,7.108333333333333,0,Monday
2017-06-13,260939,1,29,0,5.458333333333333,1,Tuesday
2017-06-14,260939,1,29,0,7.55,2,Wednesday
2017-06-15,260939,1,29,0,5.1,3,Thursday
2017-06-16,260939,1,29,0,7.208333333333333,4,Friday
2017-06-17,260939,1,29,0,5.025,5,Saturday
2017-06-18,260939,1,29,0,5.016666666666667,6,Sunday
2017-06-19,260939,1,29,0,6.016666666666667,0,Monday
2017-06-20,260939,1,29,0,4.966666666666667,1,Tuesday
2017-06-21,260939,1,29,0,5.608333333333333,2,Wednesday
2017-06-01,261201,1,73,2,5.541666666666667,3,Thursday
2017-06-02,261201,1,73,2,4.770833333333333,4,Friday
2017-06-03,261201,1,73,2,3.9916666666666667,5,Saturday
2017-06-04,261201,1,73,2,5.558333333333334,6,Sunday
2017-06-05,261201,1,73,2,6.645833333333333,0,Monday
2017-06-06,261201,1,73,2,5.291666666666667,1,Tuesday
2017-06-07,261201,1,73,2,5.208333333333333,2,Wednesday
2017-06-08,261201,1,73,2,6.0875,3,Thursday
2017-06-09,261201,1,73,2,6.258333333333334,4,Friday
2017-06-10,261201,1,73,2,6.033333333333333,5,Saturday
2017-06-11,261201,1,73,2,3.6166666666666667,6,Sunday
2017-06-12,261201,1,73,2,5.120833333333334,0,Monday
2017-06-13,261201,1,73,2,6.3375,1,Tuesday
2017-06-14,261201,1,73,2,6.458333333333333,2,Wednesday
2017-06-15,261201,1,73,2,2.7,3,Thursday
2017-06-16,261201,1,73,2,6.554166666666666,4,Friday
2017-06-17,261201,1,73,2,3.3333333333333335,5,Saturday
2017-06-18,261201,1,73,2,5.720833333333333,6,Sunday
2017-06-19,261201,1,73,2,5.145833333333333,0,Monday
2017-06-20,261201,1,73,2,5.6875,1,Tuesday
2017-06-21,261201,1,73,2,5.658333333333333,2,Wednesday
2017-06-01,261685,1,27,0,6.4625,3,Thursday
2017-06-02,261685,1,27,0,6.966666666666667,4,Friday
2017-06-03,261685,1,27,0,6.095833333333333,5,Saturday
2017-06-04,261685,1,27,0,0.0,6,Sunday
2017-06-05,261685,1,27,0,0.0,0,Monday
2017-06-06,261685,1,27,0,4.9375,1,Tuesday
2017-06-07,261685,1,27,0,8.308333333333334,2,Wednesday
2017-06-08,261685,1,27,0,4.458333333333333,3,Thursday
2017-06-09,261685,1,27,0,4.3375,4,Friday
2017-06-10,261685,1,27,0,7.966666666666667,5,Saturday
2017-06-11,261685,1,27,0,7.995833333333334,6,Sunday
2017-06-12,261685,1,27,0,8.704166666666667,0,Monday
2017-06-13,261685,1,27,0,5.708333333333333,1,Tuesday
2017-06-14,261685,1,27,0,7.716666666666667,2,Wednesday
2017-06-15,261685,1,27,0,7.5625,3,Thursday
2017-06-16,261685,1,27,0,6.329166666666667,4,Friday
2017-06-17,261685,1,27,0,7.425,5,Saturday
2017-06-18,261685,1,27,0,8.829166666666667,6,Sunday
2017-06-19,261685,1,27,0,7.645833333333333,0,Monday
2017-06-20,261685,1,27,0,8.291666666666666,1,Tuesday
2017-06-21,261685,1,27,0,6.029166666666667,2,Wednesday
2017-06-01,262076,0,23,0,1.85,3,Thursday
2017-06-02,262076,0,23,0,2.033333333333333,4,Friday
2017-06-03,262076,0,23,0,2.658333333333333,5,Saturday
2017-06-04,262076,0,23,0,2.3208333333333333,6,Sunday
2017-06-05,262076,0,23,0,2.8958333333333335,0,Monday
2017-06-06,262076,0,23,0,1.8541666666666667,1,Tuesday
2017-06-07,262076,0,23,0,1.9833333333333334,2,Wednesday
2017-06-08,262076,0,23,0,2.2291666666666665,3,Thursday
2017-06-09,262076,0,23,0,0.0,4,Friday
2017-06-10,262076,0,23,0,1.275,5,Saturday
2017-06-11,262076,0,23,0,0.0,6,Sunday
2017-06-12,262076,0,23,0,0.3875,0,Monday
2017-06-13,262076,0,23,0,0.8666666666666667,1,Tuesday
2017-06-14,262076,0,23,0,0.9666666666666667,2,Wednesday
2017-06-15,262076,0,23,0,3.125,3,Thursday
2017-06-16,262076,0,23,0,2.2875,4,Friday
2017-06-17,262076,0,23,0,1.8833333333333333,5,Saturday
2017-06-18,262076,0,23,0,1.9541666666666666,6,Sunday
2017-06-19,262076,0,23,0,1.0083333333333333,0,Monday
2017-06-20,262076,0,23,0,1.5708333333333333,1,Tuesday
2017-06-21,262076,0,23,0,1.9958333333333333,2,Wednesday
2017-06-01,262459,1,69,4,6.329166666666667,3,Thursday
2017-06-02,262459,1,69,4,5.133333333333334,4,Friday
2017-06-03,262459,1,69,4,6.133333333333334,5,Saturday
2017-06-04,262459,1,69,4,5.583333333333333,6,Sunday
2017-06-05,262459,1,69,4,6.025,0,Monday
2017-06-06,262459,1,69,4,4.170833333333333,1,Tuesday
2017-06-07,262459,1,69,4,5.216666666666667,2,Wednesday
2017-06-08,262459,1,69,4,5.8125,3,Thursday
2017-06-09,262459,1,69,4,5.9875,4,Friday
2017-06-10,262459,1,69,4,6.983333333333333,5,Saturday
2017-06-11,262459,1,69,4,4.4,6,Sunday
2017-06-12,262459,1,69,4,4.833333333333333,0,Monday
2017-06-13,262459,1,69,4,3.7416666666666667,1,Tuesday
2017-06-14,262459,1,69,4,3.725,2,Wednesday
2017-06-15,262459,1,69,4,6.854166666666667,3,Thursday
2017-06-16,262459,1,69,4,0.0,4,Friday
2017-06-17,262459,1,69,4,3.3041666666666667,5,Saturday
2017-06-18,262459,1,69,4,3.279166666666667,6,Sunday
2017-06-19,262459,1,69,4,5.666666666666667,0,Monday
2017-06-20,262459,1,69,4,4.970833333333333,1,Tuesday
2017-06-21,262459,1,69,4,5.370833333333334,2,Wednesday
2017-06-01,263195,0,65,0,3.2375,3,Thursday
2017-06-02,263195,0,65,0,0.9208333333333333,4,Friday
2017-06-03,263195,0,65,0,0.0,5,Saturday
2017-06-04,263195,0,65,0,0.0,6,Sunday
2017-06-05,263195,0,65,0,1.75,0,Monday
2017-06-06,263195,0,65,0,2.316666666666667,1,Tuesday
2017-06-07,263195,0,65,0,1.9166666666666667,2,Wednesday
2017-06-08,263195,0,65,0,1.5458333333333334,3,Thursday
2017-06-09,263195,0,65,0,0.8916666666666667,4,Friday
2017-06-10,263195,0,65,0,0.0,5,Saturday
2017-06-11,263195,0,65,0,0.0,6,Sunday
2017-06-12,263195,0,65,0,3.620833333333333,0,Monday
2017-06-13,263195,0,65,0,1.5875,1,Tuesday
2017-06-14,263195,0,65,0,2.870833333333333,2,Wednesday
2017-06-15,263195,0,65,0,0.0,3,Thursday
2017-06-16,263195,0,65,0,3.0541666666666667,4,Friday
2017-06-17,263195,0,65,0,0.0,5,Saturday
2017-06-18,263195,0,65,0,0.0,6,Sunday
2017-06-19,263195,0,65,0,0.8708333333333333,0,Monday
2017-06-20,263195,0,65,0,0.5125,1,Tuesday
2017-06-21,263195,0,65,0,3.2041666666666666,2,Wednesday
2017-06-01,263742,1,27,0,0.0,3,Thursday
2017-06-02,263742,1,27,0,3.095833333333333,4,Friday
2017-06-03,263742,1,27,0,0.0,5,Saturday
2017-06-04,263742,1,27,0,0.0,6,Sunday
2017-06-05,263742,1,27,0,1.8,0,Monday
2017-06-06,263742,1,27,0,4.320833333333334,1,Tuesday
2017-06-07,263742,1,27,0,4.2125,2,Wednesday
2017-06-08,263742,1,27,0,0.0,3,Thursday
2017-06-09,263742,1,27,0,1.8,4,Friday
2017-06-10,263742,1,27,0,0.0,5,Saturday
2017-06-11,263742,1,27,0,0.0,6,Sunday
2017-06-12,263742,1,27,0,4.104166666666667,0,Monday
2017-06-13,263742,1,27,0,0.0,1,Tuesday
2017-06-14,263742,1,27,0,1.1583333333333334,2,Wednesday
2017-06-15,263742,1,27,0,0.0,3,Thursday
2017-06-16,263742,1,27,0,1.2625,4,Friday
2017-06-17,263742,1,27,0,0.0,5,Saturday
2017-06-18,263742,1,27,0,0.0,6,Sunday
2017-06-19,263742,1,27,0,3.345833333333333,0,Monday
2017-06-20,263742,1,27,0,0.7833333333333333,1,Tuesday
2017-06-21,263742,1,27,0,2.7416666666666667,2,Wednesday
2017-06-01,264233,1,53,1,0.0,3,Thursday
2017-06-02,264233,1,53,1,2.1333333333333333,4,Friday
2017-06-03,264233,1,53,1,0.0,5,Saturday
2017-06-04,264233,1,53,1,6.570833333333334,6,Sunday
2017-06-05,264233,1,53,1,4.566666666666666,0,Monday
2017-06-06,264233,1,53,1,1.1583333333333334,1,Tuesday
2017-06-07,264233,1,53,1,0.5125,2,Wednesday
2017-06-08,264233,1,53,1,3.4583333333333335,3,Thursday
2017-06-09,264233,1,53,1,0.725,4,Friday
2017-06-10,264233,1,53,1,0.0,5,Saturday
2017-06-11,264233,1,53,1,3.725,6,Sunday
2017-06-12,264233,1,53,1,2.995833333333333,0,Monday
2017-06-13,264233,1,53,1,1.225,1,Tuesday
2017-06-14,264233,1,53,1,1.4333333333333333,2,Wednesday
2017-06-15,264233,1,53,1,0.525,3,Thursday
2017-06-16,264233,1,53,1,2.4208333333333334,4,Friday
2017-06-17,264233,1,53,1,0.0,5,Saturday
2017-06-18,264233,1,53,1,5.025,6,Sunday
2017-06-19,264233,1,53,1,4.383333333333334,0,Monday
2017-06-20,264233,1,53,1,0.8875,1,Tuesday
2017-06-21,264233,1,53,1,0.31666666666666665,2,Wednesday
2017-06-01,264696,0,34,0,3.9375,3,Thursday
2017-06-02,264696,0,34,0,7.170833333333333,4,Friday
2017-06-03,264696,0,34,0,0.0,5,Saturday
2017-06-04,264696,0,34,0,0.0,6,Sunday
2017-06-05,264696,0,34,0,6.595833333333333,0,Monday
2017-06-06,264696,0,34,0,6.579166666666667,1,Tuesday
2017-06-07,264696,0,34,0,4.7125,2,Wednesday
2017-06-08,264696,0,34,0,2.691666666666667,3,Thursday
2017-06-09,264696,0,34,0,2.754166666666667,4,Friday
2017-06-10,264696,0,34,0,0.0,5,Saturday
2017-06-11,264696,0,34,0,0.0,6,Sunday
2017-06-12,264696,0,34,0,4.458333333333333,0,Monday
2017-06-13,264696,0,34,0,3.625,1,Tuesday
2017-06-14,264696,0,34,0,3.5458333333333334,2,Wednesday
2017-06-15,264696,0,34,0,4.541666666666667,3,Thursday
2017-06-16,264696,0,34,0,3.7708333333333335,4,Friday
2017-06-17,264696,0,34,0,0.0,5,Saturday
2017-06-18,264696,0,34,0,0.0,6,Sunday
2017-06-19,264696,0,34,0,6.620833333333334,0,Monday
2017-06-20,264696,0,34,0,6.079166666666667,1,Tuesday
2017-06-21,264696,0,34,0,6.041666666666667,2,Wednesday
2017-06-01,266533,1,34,3,2.783333333333333,3,Thursday
2017-06-02,266533,1,34,3,0.0,4,Friday
2017-06-03,266533,1,34,3,0.0,5,Saturday
2017-06-04,266533,1,34,3,0.0,6,Sunday
2017-06-05,266533,1,34,3,3.85,0,Monday
2017-06-06,266533,1,34,3,1.8375,1,Tuesday
2017-06-07,266533,1,34,3,0.7916666666666666,2,Wednesday
2017-06-08,266533,1,34,3,1.5708333333333333,3,Thursday
2017-06-09,266533,1,34,3,4.116666666666666,4,Friday
2017-06-10,266533,1,34,3,0.0,5,Saturday
2017-06-11,266533,1,34,3,0.0,6,Sunday
2017-06-12,266533,1,34,3,2.3625,0,Monday
2017-06-13,266533,1,34,3,3.925,1,Tuesday
2017-06-14,266533,1,34,3,0.175,2,Wednesday
2017-06-15,266533,1,34,3,0.8291666666666667,3,Thursday
2017-06-16,266533,1,34,3,1.7708333333333333,4,Friday
2017-06-17,266533,1,34,3,0.0,5,Saturday
2017-06-18,266533,1,34,3,0.0,6,Sunday
2017-06-19,266533,1,34,3,2.9,0,Monday
2017-06-20,266533,1,34,3,4.233333333333333,1,Tuesday
2017-06-21,266533,1,34,3,2.408333333333333,2,Wednesday
2017-06-01,266860,1,24,0,6.516666666666667,3,Thursday
2017-06-02,266860,1,24,0,0.0,4,Friday
2017-06-03,266860,1,24,0,7.05,5,Saturday
2017-06-04,266860,1,24,0,6.4375,6,Sunday
2017-06-05,266860,1,24,0,5.8,0,Monday
2017-06-06,266860,1,24,0,6.420833333333333,1,Tuesday
2017-06-07,266860,1,24,0,6.941666666666666,2,Wednesday
2017-06-08,266860,1,24,0,6.825,3,Thursday
2017-06-09,266860,1,24,0,7.5125,4,Friday
2017-06-10,266860,1,24,0,0.0,5,Saturday
2017-06-11,266860,1,24,0,8.575,6,Sunday
2017-06-12,266860,1,24,0,6.133333333333334,0,Monday
2017-06-13,266860,1,24,0,0.0,1,Tuesday
2017-06-14,266860,1,24,0,7.3,2,Wednesday
2017-06-15,266860,1,24,0,4.466666666666667,3,Thursday
2017-06-16,266860,1,24,0,4.2125,4,Friday
2017-06-17,266860,1,24,0,4.9625,5,Saturday
2017-06-18,266860,1,24,0,5.275,6,Sunday
2017-06-19,266860,1,24,0,6.491666666666666,0,Monday
2017-06-20,266860,1,24,0,6.904166666666667,1,Tuesday
2017-06-21,266860,1,24,0,5.345833333333333,2,Wednesday
2017-06-01,266869,1,39,0,6.745833333333334,3,Thursday
2017-06-02,266869,1,39,0,5.775,4,Friday
2017-06-03,266869,1,39,0,6.9125,5,Saturday
2017-06-04,266869,1,39,0,5.833333333333333,6,Sunday
2017-06-05,266869,1,39,0,3.466666666666667,0,Monday
2017-06-06,266869,1,39,0,7.233333333333333,1,Tuesday
2017-06-07,266869,1,39,0,7.3375,2,Wednesday
2017-06-08,266869,1,39,0,6.729166666666667,3,Thursday
2017-06-09,266869,1,39,0,5.058333333333334,4,Friday
2017-06-10,266869,1,39,0,4.054166666666666,5,Saturday
2017-06-11,266869,1,39,0,5.991666666666666,6,Sunday
2017-06-12,266869,1,39,0,6.2125,0,Monday
2017-06-13,266869,1,39,0,4.7375,1,Tuesday
2017-06-14,266869,1,39,0,4.908333333333333,2,Wednesday
2017-06-15,266869,1,39,0,7.154166666666667,3,Thursday
2017-06-16,266869,1,39,0,7.7125,4,Friday
2017-06-17,266869,1,39,0,4.479166666666667,5,Saturday
2017-06-18,266869,1,39,0,6.004166666666666,6,Sunday
2017-06-19,266869,1,39,0,6.458333333333333,0,Monday
2017-06-20,266869,1,39,0,4.141666666666667,1,Tuesday
2017-06-21,266869,1,39,0,3.783333333333333,2,Wednesday
2017-06-01,266984,1,23,0,4.0125,3,Thursday
2017-06-02,266984,1,23,0,3.370833333333333,4,Friday
2017-06-03,266984,1,23,0,0.0,5,Saturday
2017-06-04,266984,1,23,0,6.816666666666666,6,Sunday
2017-06-05,266984,1,23,0,3.5791666666666666,0,Monday
2017-06-06,266984,1,23,0,1.95,1,Tuesday
2017-06-07,266984,1,23,0,2.8625,2,Wednesday
2017-06-08,266984,1,23,0,2.0416666666666665,3,Thursday
2017-06-09,266984,1,23,0,1.8208333333333333,4,Friday
2017-06-10,266984,1,23,0,0.0,5,Saturday
2017-06-11,266984,1,23,0,6.891666666666667,6,Sunday
2017-06-12,266984,1,23,0,2.1166666666666667,0,Monday
2017-06-13,266984,1,23,0,2.6666666666666665,1,Tuesday
2017-06-14,266984,1,23,0,2.995833333333333,2,Wednesday
2017-06-15,266984,1,23,0,1.3833333333333333,3,Thursday
2017-06-16,266984,1,23,0,2.7041666666666666,4,Friday
2017-06-17,266984,1,23,0,0.0,5,Saturday
2017-06-18,266984,1,23,0,5.275,6,Sunday
2017-06-19,266984,1,23,0,2.15,0,Monday
2017-06-20,266984,1,23,0,3.754166666666667,1,Tuesday
2017-06-21,266984,1,23,0,3.370833333333333,2,Wednesday
2017-06-01,267360,1,18,0,6.933333333333334,3,Thursday
2017-06-02,267360,1,18,0,6.841666666666667,4,Friday
2017-06-03,267360,1,18,0,7.345833333333333,5,Saturday
2017-06-04,267360,1,18,0,5.470833333333333,6,Sunday
2017-06-05,267360,1,18,0,7.9875,0,Monday
2017-06-06,267360,1,18,0,6.954166666666667,1,Tuesday
2017-06-07,267360,1,18,0,5.25,2,Wednesday
2017-06-08,267360,1,18,0,4.383333333333334,3,Thursday
2017-06-09,267360,1,18,0,7.754166666666666,4,Friday
2017-06-10,267360,1,18,0,6.35,5,Saturday
2017-06-11,267360,1,18,0,6.191666666666666,6,Sunday
2017-06-12,267360,1,18,0,7.7125,0,Monday
2017-06-13,267360,1,18,0,5.2375,1,Tuesday
2017-06-14,267360,1,18,0,6.6,2,Wednesday
2017-06-15,267360,1,18,0,7.5625,3,Thursday
2017-06-16,267360,1,18,0,7.8375,4,Friday
2017-06-17,267360,1,18,0,8.120833333333334,5,Saturday
2017-06-18,267360,1,18,0,6.316666666666666,6,Sunday
2017-06-19,267360,1,18,0,5.179166666666666,0,Monday
2017-06-20,267360,1,18,0,8.170833333333333,1,Tuesday
2017-06-21,267360,1,18,0,6.566666666666666,2,Wednesday
2017-06-01,267965,0,33,1,1.4708333333333334,3,Thursday
2017-06-02,267965,0,33,1,2.8333333333333335,4,Friday
2017-06-03,267965,0,33,1,0.0,5,Saturday
2017-06-04,267965,0,33,1,0.0,6,Sunday
2017-06-05,267965,0,33,1,0.20833333333333334,0,Monday
2017-06-06,267965,0,33,1,3.720833333333333,1,Tuesday
2017-06-07,267965,0,33,1,2.0166666666666666,2,Wednesday
2017-06-08,267965,0,33,1,0.35,3,Thursday
2017-06-09,267965,0,33,1,1.9458333333333333,4,Friday
2017-06-10,267965,0,33,1,0.0,5,Saturday
2017-06-11,267965,0,33,1,0.0,6,Sunday
2017-06-12,267965,0,33,1,2.3041666666666667,0,Monday
2017-06-13,267965,0,33,1,4.520833333333333,1,Tuesday
2017-06-14,267965,0,33,1,0.5833333333333334,2,Wednesday
2017-06-15,267965,0,33,1,3.55,3,Thursday
2017-06-16,267965,0,33,1,3.4875,4,Friday
2017-06-17,267965,0,33,1,0.0,5,Saturday
2017-06-18,267965,0,33,1,0.0,6,Sunday
2017-06-19,267965,0,33,1,2.3916666666666666,0,Monday
2017-06-20,267965,0,33,1,0.0,1,Tuesday
2017-06-21,267965,0,33,1,0.8,2,Wednesday
2017-06-01,268117,1,54,0,5.695833333333334,3,Thursday
2017-06-02,268117,1,54,0,6.533333333333333,4,Friday
2017-06-03,268117,1,54,0,7.033333333333333,5,Saturday
2017-06-04,268117,1,54,0,4.979166666666667,6,Sunday
2017-06-05,268117,1,54,0,6.3,0,Monday
2017-06-06,268117,1,54,0,4.020833333333333,1,Tuesday
2017-06-07,268117,1,54,0,2.904166666666667,2,Wednesday
2017-06-08,268117,1,54,0,2.6958333333333333,3,Thursday
2017-06-09,268117,1,54,0,4.941666666666666,4,Friday
2017-06-10,268117,1,54,0,3.9583333333333335,5,Saturday
2017-06-11,268117,1,54,0,2.6333333333333333,6,Sunday
2017-06-12,268117,1,54,0,0.0,0,Monday
2017-06-13,268117,1,54,0,5.579166666666667,1,Tuesday
2017-06-14,268117,1,54,0,6.079166666666667,2,Wednesday
2017-06-15,268117,1,54,0,4.966666666666667,3,Thursday
2017-06-16,268117,1,54,0,3.966666666666667,4,Friday
2017-06-17,268117,1,54,0,4.441666666666666,5,Saturday
2017-06-18,268117,1,54,0,3.3916666666666666,6,Sunday
2017-06-19,268117,1,54,0,3.6458333333333335,0,Monday
2017-06-20,268117,1,54,0,4.175,1,Tuesday
2017-06-21,268117,1,54,0,5.216666666666667,2,Wednesday
2017-06-01,268197,1,27,2,0.0,3,Thursday
2017-06-02,268197,1,27,2,3.9166666666666665,4,Friday
2017-06-03,268197,1,27,2,0.0,5,Saturday
2017-06-04,268197,1,27,2,0.0,6,Sunday
2017-06-05,268197,1,27,2,0.0,0,Monday
2017-06-06,268197,1,27,2,2.5375,1,Tuesday
2017-06-07,268197,1,27,2,1.9541666666666666,2,Wednesday
2017-06-08,268197,1,27,2,4.354166666666667,3,Thursday
2017-06-09,268197,1,27,2,4.816666666666666,4,Friday
2017-06-10,268197,1,27,2,0.0,5,Saturday
2017-06-11,268197,1,27,2,0.0,6,Sunday
2017-06-12,268197,1,27,2,0.0,0,Monday
2017-06-13,268197,1,27,2,1.45,1,Tuesday
2017-06-14,268197,1,27,2,3.908333333333333,2,Wednesday
2017-06-15,268197,1,27,2,4.708333333333333,3,Thursday
2017-06-16,268197,1,27,2,5.108333333333333,4,Friday
2017-06-17,268197,1,27,2,0.0,5,Saturday
2017-06-18,268197,1,27,2,0.0,6,Sunday
2017-06-19,268197,1,27,2,0.0,0,Monday
2017-06-20,268197,1,27,2,0.0,1,Tuesday
2017-06-21,268197,1,27,2,4.745833333333334,2,Wednesday
2017-06-01,268248,1,29,0,0.8708333333333333,3,Thursday
2017-06-02,268248,1,29,0,1.0083333333333333,4,Friday
2017-06-03,268248,1,29,0,0.0,5,Saturday
2017-06-04,268248,1,29,0,0.0,6,Sunday
2017-06-05,268248,1,29,0,0.8791666666666667,0,Monday
2017-06-06,268248,1,29,0,2.3833333333333333,1,Tuesday
2017-06-07,268248,1,29,0,0.0,2,Wednesday
2017-06-08,268248,1,29,0,0.0,3,Thursday
2017-06-09,268248,1,29,0,0.7541666666666667,4,Friday
2017-06-10,268248,1,29,0,0.0,5,Saturday
2017-06-11,268248,1,29,0,0.0,6,Sunday
2017-06-12,268248,1,29,0,1.55,0,Monday
2017-06-13,268248,1,29,0,3.5875,1,Tuesday
2017-06-14,268248,1,29,0,0.0,2,Wednesday
2017-06-15,268248,1,29,0,2.1625,3,Thursday
2017-06-16,268248,1,29,0,1.5208333333333333,4,Friday
2017-06-17,268248,1,29,0,0.0,5,Saturday
2017-06-18,268248,1,29,0,0.0,6,Sunday
2017-06-19,268248,1,29,0,2.095833333333333,0,Monday
2017-06-20,268248,1,29,0,1.4708333333333334,1,Tuesday
2017-06-21,268248,1,29,0,0.0,2,Wednesday
2017-06-01,268449,1,23,0,2.25,3,Thursday
2017-06-02,268449,1,23,0,0.6833333333333333,4,Friday
2017-06-03,268449,1,23,0,0.0,5,Saturday
2017-06-04,268449,1,23,0,0.0,6,Sunday
2017-06-05,268449,1,23,0,0.5375,0,Monday
2017-06-06,268449,1,23,0,0.0,1,Tuesday
2017-06-07,268449,1,23,0,1.9916666666666667,2,Wednesday
2017-06-08,268449,1,23,0,1.5083333333333333,3,Thursday
2017-06-09,268449,1,23,0,3.1791666666666667,4,Friday
2017-06-10,268449,1,23,0,0.0,5,Saturday
2017-06-11,268449,1,23,0,0.0,6,Sunday
2017-06-12,268449,1,23,0,3.7375,0,Monday
2017-06-13,268449,1,23,0,0.0,1,Tuesday
2017-06-14,268449,1,23,0,0.9625,2,Wednesday
2017-06-15,268449,1,23,0,3.6458333333333335,3,Thursday
2017-06-16,268449,1,23,0,3.120833333333333,4,Friday
2017-06-17,268449,1,23,0,0.0,5,Saturday
2017-06-18,268449,1,23,0,0.0,6,Sunday
2017-06-19,268449,1,23,0,1.4875,0,Monday
2017-06-20,268449,1,23,0,0.0,1,Tuesday
2017-06-21,268449,1,23,0,3.3666666666666667,2,Wednesday
2017-06-01,268853,1,43,4,7.458333333333333,3,Thursday
2017-06-02,268853,1,43,4,7.458333333333333,4,Friday
2017-06-03,268853,1,43,4,7.95,5,Saturday
2017-06-04,268853,1,43,4,6.670833333333333,6,Sunday
2017-06-05,268853,1,43,4,5.6875,0,Monday
2017-06-06,268853,1,43,4,4.0875,1,Tuesday
2017-06-07,268853,1,43,4,6.366666666666666,2,Wednesday
2017-06-08,268853,1,43,4,8.716666666666667,3,Thursday
2017-06-09,268853,1,43,4,0.0,4,Friday
2017-06-10,268853,1,43,4,7.570833333333334,5,Saturday
2017-06-11,268853,1,43,4,5.816666666666666,6,Sunday
2017-06-12,268853,1,43,4,5.033333333333333,0,Monday
2017-06-13,268853,1,43,4,8.2625,1,Tuesday
2017-06-14,268853,1,43,4,5.741666666666666,2,Wednesday
2017-06-15,268853,1,43,4,5.775,3,Thursday
2017-06-16,268853,1,43,4,7.05,4,Friday
2017-06-17,268853,1,43,4,7.279166666666667,5,Saturday
2017-06-18,268853,1,43,4,8.729166666666666,6,Sunday
2017-06-19,268853,1,43,4,7.691666666666666,0,Monday
2017-06-20,268853,1,43,4,0.0,1,Tuesday
2017-06-21,268853,1,43,4,5.083333333333333,2,Wednesday
2017-06-01,268903,1,19,3,5.020833333333333,3,Thursday
2017-06-02,268903,1,19,3,3.095833333333333,4,Friday
2017-06-03,268903,1,19,3,0.0,5,Saturday
2017-06-04,268903,1,19,3,0.0,6,Sunday
2017-06-05,268903,1,19,3,3.2708333333333335,0,Monday
2017-06-06,268903,1,19,3,3.0791666666666666,1,Tuesday
2017-06-07,268903,1,19,3,2.375,2,Wednesday
2017-06-08,268903,1,19,3,1.9791666666666667,3,Thursday
2017-06-09,268903,1,19,3,3.0875,4,Friday
2017-06-10,268903,1,19,3,0.0,5,Saturday
2017-06-11,268903,1,19,3,0.0,6,Sunday
2017-06-12,268903,1,19,3,2.1875,0,Monday
2017-06-13,268903,1,19,3,5.091666666666667,1,Tuesday
